Time  Strain  Total stress    Spring stress Gradient
0.0	0.0	1.0e-5	0.0	0.01
0.1	0.001	2.0e-5	0.0	0.01
0.2	0.002	3.0e-5	0.0	0.01
0.3	0.003	4.0e-5	0.0	0.01
0.4	0.004	5.0e-5	0.0	0.01
0.5	0.005	6.0e-5	1.0e-5	0.01
0.6	0.006	7.0e-5	1.0e-5	0.01
0.7	0.007	8.0e-5	1.0e-5	0.01
0.8	0.008	9.0e-5	1.0e-5	0.01001
0.9	0.009	0.0001	1.0e-5	0.01001
1.0	0.01	0.00011	1.0e-5	0.01001
1.1	0.011	0.00012	1.0e-5	0.01001
1.2	0.012	0.00013	1.0e-5	0.01001
1.3	0.013	0.00014	1.0e-5	0.01001
1.4	0.014	0.00015	2.0e-5	0.01002
1.5	0.015	0.00016	2.0e-5	0.01002
1.6	0.016	0.00017	2.0e-5	0.01002
1.7	0.017	0.00018	2.0e-5	0.01002
1.8	0.018	0.00019	2.0e-5	0.01003
1.9	0.019	0.0002	2.0e-5	0.01003
2.0	0.02	0.00021	2.0e-5	0.01003
2.1	0.021	0.00022	2.0e-5	0.01003
2.2	0.022	0.00023	2.0e-5	0.01004
2.3	0.023	0.00024	2.0e-5	0.01004
2.4	0.024	0.00025	3.0e-5	0.01004
2.5	0.025	0.00026	3.0e-5	0.01005
2.6	0.026	0.00027	3.0e-5	0.01005
2.7	0.027	0.00028	3.0e-5	0.01006
2.8	0.028	0.00029	3.0e-5	0.01006
2.9	0.029	0.0003	3.0e-5	0.01006
3.0	0.03	0.00031	3.0e-5	0.01007
3.1	0.031	0.00032	3.0e-5	0.01007
3.2	0.032	0.00033	3.0e-5	0.01008
3.3	0.033	0.00034	3.0e-5	0.01008
3.4	0.034	0.00035	3.0e-5	0.01009
3.5	0.035	0.00036	4.0e-5	0.01009
3.6	0.036	0.00037	4.0e-5	0.0101
3.7	0.037	0.00038	4.0e-5	0.0101
3.8	0.038	0.00039	4.0e-5	0.01011
3.9	0.039	0.0004	4.0e-5	0.01011
4.0	0.04	0.00041	4.0e-5	0.01012
4.1	0.041	0.00042	4.0e-5	0.01013
4.2	0.042	0.00043	4.0e-5	0.01013
4.3	0.043	0.00044	4.0e-5	0.01014
4.4	0.044	0.00045	4.0e-5	0.01014
4.5	0.045	0.00046	5.0e-5	0.01015
4.6	0.046	0.00047	5.0e-5	0.01016
4.7	0.047	0.00048	5.0e-5	0.01016
4.8	0.048	0.00049	5.0e-5	0.01017
4.9	0.049	0.0005	5.0e-5	0.01018
5.0	0.05	0.00051	5.0e-5	0.01019
5.1	0.051	0.00052	5.0e-5	0.01019
5.2	0.052	0.00053	5.0e-5	0.0102
5.3	0.053	0.00054	5.0e-5	0.01021
5.4	0.054	0.00055	5.0e-5	0.01022
5.5	0.055	0.00056	6.0e-5	0.01022
5.6	0.056	0.00057	6.0e-5	0.01023
5.7	0.057	0.00058	6.0e-5	0.01024
5.8	0.058	0.0006	6.0e-5	0.01025
5.9	0.059	0.00061	6.0e-5	0.01026
6.0	0.06	0.00062	6.0e-5	0.01027
6.1	0.061	0.00063	6.0e-5	0.01027
6.2	0.062	0.00064	6.0e-5	0.01028
6.3	0.063	0.00065	6.0e-5	0.01029
6.4	0.064	0.00066	6.0e-5	0.0103
6.5	0.065	0.00067	7.0e-5	0.01031
6.6	0.066	0.00068	7.0e-5	0.01032
6.7	0.067	0.00069	7.0e-5	0.01033
6.8	0.068	0.0007	7.0e-5	0.01034
6.9	0.069	0.00071	7.0e-5	0.01035
7.0	0.07	0.00072	7.0e-5	0.01036
7.1	0.071	0.00073	7.0e-5	0.01037
7.2	0.072	0.00074	7.0e-5	0.01038
7.3	0.073	0.00075	7.0e-5	0.01039
7.4	0.074	0.00076	7.0e-5	0.0104
7.5	0.075	0.00077	8.0e-5	0.01041
7.6	0.076	0.00078	8.0e-5	0.01042
7.7	0.077	0.00079	8.0e-5	0.01043
7.8	0.078	0.0008	8.0e-5	0.01044
7.9	0.079	0.00081	8.0e-5	0.01045
8.0	0.08	0.00082	8.0e-5	0.01046
8.1	0.081	0.00083	8.0e-5	0.01048
8.2	0.082	0.00084	8.0e-5	0.01049
8.3	0.083	0.00085	8.0e-5	0.0105
8.4	0.084	0.00086	8.0e-5	0.01051
8.5	0.085	0.00088	9.0e-5	0.01052
8.6	0.086	0.00089	9.0e-5	0.01053
8.7	0.087	0.0009	9.0e-5	0.01055
8.8	0.088	0.00091	9.0e-5	0.01056
8.9	0.089	0.00092	9.0e-5	0.01057
9.0	0.09	0.00093	9.0e-5	0.01058
9.1	0.091	0.00094	9.0e-5	0.0106
9.2	0.092	0.00095	9.0e-5	0.01061
9.3	0.093	0.00096	9.0e-5	0.01062
9.4	0.094	0.00097	9.0e-5	0.01063
9.5	0.095	0.00098	0.0001	0.01065
9.6	0.096	0.00099	0.0001	0.01066
9.7	0.097	0.001	0.0001	0.01067
9.8	0.098	0.00101	0.0001	0.01069
9.9	0.099	0.00102	0.0001	0.0107
10.0	0.1	0.00103	0.0001	0.01071
10.1	0.101	0.00105	0.0001	0.01073
10.2	0.102	0.00106	0.0001	0.01074
10.3	0.103	0.00107	0.0001	0.01076
10.4	0.104	0.00108	0.0001	0.01077
10.5	0.105	0.00109	0.00011	0.01079
10.6	0.106	0.0011	0.00011	0.0108
10.7	0.107	0.00111	0.00011	0.01081
10.8	0.108	0.00112	0.00011	0.01083
10.9	0.109	0.00113	0.00011	0.01084
11.0	0.11	0.00114	0.00011	0.01086
11.1	0.111	0.00115	0.00011	0.01087
11.2	0.112	0.00116	0.00011	0.01089
11.3	0.113	0.00118	0.00011	0.0109
11.4	0.114	0.00119	0.00011	0.01092
11.5	0.115	0.0012	0.00012	0.01094
11.6	0.116	0.00121	0.00012	0.01095
11.7	0.117	0.00122	0.00012	0.01097
11.8	0.118	0.00123	0.00012	0.01098
11.9	0.119	0.00124	0.00012	0.011
12.0	0.12	0.00125	0.00012	0.01102
12.1	0.121	0.00126	0.00012	0.01103
12.2	0.122	0.00127	0.00012	0.01105
12.3	0.123	0.00129	0.00012	0.01106
12.4	0.124	0.0013	0.00012	0.01108
12.5	0.125	0.00131	0.00013	0.0111
12.6	0.126	0.00132	0.00013	0.01112
12.7	0.127	0.00133	0.00013	0.01113
12.8	0.128	0.00134	0.00013	0.01115
12.9	0.129	0.00135	0.00013	0.01117
13.0	0.13	0.00136	0.00013	0.01118
13.1	0.131	0.00137	0.00013	0.0112
13.2	0.132	0.00139	0.00013	0.01122
13.3	0.133	0.0014	0.00013	0.01124
13.4	0.134	0.00141	0.00013	0.01125
13.5	0.135	0.00142	0.00014	0.01127
13.6	0.136	0.00143	0.00014	0.01129
13.7	0.137	0.00144	0.00014	0.01131
13.8	0.138	0.00145	0.00014	0.01133
13.9	0.139	0.00146	0.00014	0.01135
14.0	0.14	0.00148	0.00014	0.01136
14.1	0.141	0.00149	0.00014	0.01138
14.2	0.142	0.0015	0.00014	0.0114
14.3	0.143	0.00151	0.00014	0.01142
14.4	0.144	0.00152	0.00014	0.01144
14.5	0.145	0.00153	0.00015	0.01146
14.6	0.146	0.00154	0.00015	0.01148
14.7	0.147	0.00156	0.00015	0.0115
14.8	0.148	0.00157	0.00015	0.01152
14.9	0.149	0.00158	0.00015	0.01154
15.0	0.15	0.00159	0.00015	0.01156
15.1	0.151	0.0016	0.00015	0.01158
15.2	0.152	0.00161	0.00015	0.0116
15.3	0.153	0.00163	0.00015	0.01162
15.4	0.154	0.00164	0.00015	0.01164
15.5	0.155	0.00165	0.00016	0.01166
15.6	0.156	0.00166	0.00016	0.01168
15.7	0.157	0.00167	0.00016	0.0117
15.8	0.158	0.00168	0.00016	0.01172
15.9	0.159	0.0017	0.00016	0.01174
16.0	0.16	0.00171	0.00016	0.01176
16.1	0.161	0.00172	0.00016	0.01178
16.2	0.162	0.00173	0.00016	0.0118
16.3	0.163	0.00174	0.00016	0.01182
16.4	0.164	0.00175	0.00016	0.01184
16.5	0.165	0.00177	0.00017	0.01187
16.6	0.166	0.00178	0.00017	0.01189
16.7	0.167	0.00179	0.00017	0.01191
16.8	0.168	0.0018	0.00017	0.01193
16.9	0.169	0.00181	0.00017	0.01195
17.0	0.17	0.00183	0.00017	0.01197
17.1	0.171	0.00184	0.00017	0.012
17.2	0.172	0.00185	0.00017	0.01202
17.3	0.173	0.00186	0.00017	0.01204
17.4	0.174	0.00187	0.00017	0.01206
17.5	0.175	0.00189	0.00018	0.01209
17.6	0.176	0.0019	0.00018	0.01211
17.7	0.177	0.00191	0.00018	0.01213
17.8	0.178	0.00192	0.00018	0.01215
17.9	0.179	0.00193	0.00018	0.01218
18.0	0.18	0.00195	0.00018	0.0122
18.1	0.181	0.00196	0.00018	0.01222
18.2	0.182	0.00197	0.00018	0.01225
18.3	0.183	0.00198	0.00018	0.01227
18.4	0.184	0.002	0.00018	0.01229
18.5	0.185	0.00201	0.00019	0.01232
